카테고리번호,대분류,중분류,소분류,세분류,카테고리, 네이버상품수량 ,해외직구수량
50003647,가구/인테리어,홈데코,쿠션/방석,기능성쿠션,50003647,"8,873",4792
50003649,가구/인테리어,홈데코,쿠션/방석,대쿠션/대방석,50003649,"28,117",12773
50003648,가구/인테리어,홈데코,쿠션/방석,등쿠션,50003648,"203,309",130972
50003651,가구/인테리어,홈데코,쿠션/방석,목쿠션/아이필로우,50003651,"93,267",35357
50003652,가구/인테리어,홈데코,쿠션/방석,바디필로우,50003652,"139,932",81227
50003645,가구/인테리어,홈데코,쿠션/방석,방석커버,50003645,"9,424",1559
50003642,가구/인테리어,홈데코,쿠션/방석,일반방석,50003642,"311,636",94572
50003646,가구/인테리어,홈데코,쿠션/방석,일반쿠션,50003646,"331,499",140242
50003656,가구/인테리어,홈데코,쿠션/방석,쿠션/방석기타,50003656,"65,312",22743
50003655,가구/인테리어,홈데코,쿠션/방석,쿠션/방석커버세트,50003655,"6,651",3870
50003654,가구/인테리어,홈데코,쿠션/방석,쿠션커버,50003654,"252,880",104713
50003653,가구/인테리어,홈데코,쿠션/방석,팔꿈치/손목쿠션,50003653,"10,144",1533
50003650,가구/인테리어,홈데코,쿠션/방석,헤드쿠션,50003650,"27,459",20878
50001737,디지털/가전,PC,브랜드PC,,50001737,"122,461",56304
50001739,디지털/가전,PC,서버/워크스테이션,,50001739,"69,559",22921
50001738,디지털/가전,PC,조립/베어본PC,,50001738,"86,075",41192
50001620,디지털/가전,PC부품,CPU,,50001620,"132,542",99449
50003115,디지털/가전,PC부품,PC케이블,1394케이블,50003115,"5,695",2163
50003116,디지털/가전,PC부품,PC케이블,D-SUB케이블,50003116,"47,730",3463
50003117,디지털/가전,PC부품,PC케이블,DVI케이블,50003117,"43,948",7712
50003118,디지털/가전,PC부품,PC케이블,HDMI케이블,50003118,"297,732",34032
50003119,디지털/가전,PC부품,PC케이블,SATA케이블,50003119,"35,754",12719
50003120,디지털/가전,PC부품,PC케이블,USB케이블,50003120,"256,511",58149
50003121,디지털/가전,PC부품,PC케이블,광케이블,50003121,"81,497",12199
50003127,디지털/가전,PC부품,PC케이블,기타케이블,50003127,"512,734",292934
50003122,디지털/가전,PC부품,PC케이블,랜케이블,50003122,"267,925",31213
50003123,디지털/가전,PC부품,PC케이블,비디오케이블,50003123,"101,486",74502
50003124,디지털/가전,PC부품,PC케이블,오디오케이블,50003124,"263,063",58763
50003126,디지털/가전,PC부품,PC케이블,전원케이블,50003126,"68,618",34711
50003125,디지털/가전,PC부품,PC케이블,젠더,50003125,"330,726",70124
50001621,디지털/가전,PC부품,PC케이스,,50001621,"173,568",46248
50003102,디지털/가전,PC부품,RAM,노트북용,50003102,"20,444",11086
50003101,디지털/가전,PC부품,RAM,데스크탑용,50003101,"99,585",39849
50003103,디지털/가전,PC부품,그래픽카드,AMD계열,50003103,"19,537",8322
50003104,디지털/가전,PC부품,그래픽카드,NVIDIA계열,50003104,"61,451",30729
50003106,디지털/가전,PC부품,그래픽카드,그래픽카드주변기기,50003106,"20,858",12032
50003105,디지털/가전,PC부품,그래픽카드,기타계열,50003105,"9,096",7492
50003108,디지털/가전,PC부품,메인보드,AMDCPU용,50003108,"31,313",15830
50003109,디지털/가전,PC부품,메인보드,기타메인보드,50003109,"77,086",66472
50003107,디지털/가전,PC부품,메인보드,인텔CPU용,50003107,"79,973",40314
50003128,디지털/가전,PC부품,인터페이스카드,1394카드,50003128,"2,193",1179
50003129,디지털/가전,PC부품,인터페이스카드,RAID카드,50003129,"2,122",1779
50003130,디지털/가전,PC부품,인터페이스카드,SATA카드,50003130,"10,109",6446
50003131,디지털/가전,PC부품,인터페이스카드,SCSI카드,50003131,414,274
50003132,디지털/가전,PC부품,인터페이스카드,USB카드,50003132,"14,680",8015
50003133,디지털/가전,PC부품,인터페이스카드,기타인터페이스카드,50003133,"48,616",21817
50003134,디지털/가전,PC부품,쿨러,CPU쿨러,50003134,"138,670",60171
50003135,디지털/가전,PC부품,쿨러,HDD쿨러,50003135,"2,129",276
50003136,디지털/가전,PC부품,쿨러,그래픽카드쿨러,50003136,"34,625",17126
50003141,디지털/가전,PC부품,쿨러,기타쿨러,50003141,"82,016",58383
50003137,디지털/가전,PC부품,쿨러,노트북쿨러,50003137,"25,538",22249
50003138,디지털/가전,PC부품,쿨러,방열판,50003138,"28,234",14939
50003139,디지털/가전,PC부품,쿨러,수냉쿨러,50003139,"26,191",7761
50003140,디지털/가전,PC부품,쿨러,케이스쿨러,50003140,"185,191",81662
50003148,디지털/가전,PC부품,튜닝용품,기타튜닝용품,50003148,"448,662",289393
50003147,디지털/가전,PC부품,튜닝용품,방음방진,50003147,"1,386",944
50003142,디지털/가전,PC부품,튜닝용품,브라켓,50003142,"2,353",768
50003146,디지털/가전,PC부품,튜닝용품,조명기기,50003146,"4,203",1454
50003143,디지털/가전,PC부품,튜닝용품,팬/온도컨트롤러,50003143,"15,387",12788
50003144,디지털/가전,PC부품,튜닝용품,팬그릴,50003144,"2,841",407
50003145,디지털/가전,PC부품,튜닝용품,팬필터,50003145,"3,679",1156
50003110,디지털/가전,PC부품,파워서플라이,ATX파워,50003110,"84,833",15744
50003112,디지털/가전,PC부품,파워서플라이,TFX파워,50003112,"2,070",242
50003113,디지털/가전,PC부품,파워서플라이,UPS,50003113,"24,941",12490
50003111,디지털/가전,PC부품,파워서플라이,mATX파워,50003111,"3,201",260
50003114,디지털/가전,PC부품,파워서플라이,기타PC용파워,50003114,"15,485",10158
50003209,디지털/가전,PC부품,파워서플라이,서버용파워,50003209,"14,976",2916
50001574,디지털/가전,PC액세서리,PC받침대,,50001574,"44,743",26588
50001575,디지털/가전,PC액세서리,PC홀더/브라켓,,50001575,"16,007",10390
50002777,디지털/가전,PC액세서리,USB액세서리,USB라이트,50002777,"27,449",12383
50002780,디지털/가전,PC액세서리,USB액세서리,USB보온제품,50002780,"19,603",13955
50002781,디지털/가전,PC액세서리,USB액세서리,USB잠금장치,50002781,"4,872",751
50002920,디지털/가전,PC액세서리,USB액세서리,USB청소기,50002920,"6,866",5447
50002921,디지털/가전,PC액세서리,USB액세서리,USB토이,50002921,366,277
50002776,디지털/가전,PC액세서리,USB액세서리,USB허브,50002776,"295,180",152176
50002922,디지털/가전,PC액세서리,USB액세서리,기타USB액세서리,50002922,"27,281",2939
50001579,디지털/가전,PC액세서리,기타PC액세서리,,50001579,"984,009",698543
50001571,디지털/가전,PC액세서리,마우스패드,,50001571,"417,412",202272
50001573,디지털/가전,PC액세서리,보안기,,50001573,"114,805",33630
50001572,디지털/가전,PC액세서리,손목받침대,,50001572,"61,278",27384
50001578,디지털/가전,PC액세서리,케이블타이/정리함,,50001578,"244,152",52004
50001577,디지털/가전,PC액세서리,클리너,,50001577,"60,057",41184
50001576,디지털/가전,PC액세서리,키보드키스킨/스티커,,50001576,"205,921",42082
50001735,디지털/가전,게임기/타이틀,PC게임,,50001735,"39,804",12457
50001733,디지털/가전,게임기/타이틀,가정용게임기,,50001733,"81,691",51715
50002771,디지털/가전,게임기/타이틀,게임기주변기기,가방/케이스,50002771,"116,985",94590
50002775,디지털/가전,게임기/타이틀,게임기주변기기,기타주변기기,50002775,"256,871",197118
50002772,디지털/가전,게임기/타이틀,게임기주변기기,보호필름/스킨,50002772,"35,769",24459
50002774,디지털/가전,게임기/타이틀,게임기주변기기,음향기기,50002774,"13,660",11071
50002770,디지털/가전,게임기/타이틀,게임기주변기기,조이스틱/컨트롤러,50002770,"221,872",188302
50002773,디지털/가전,게임기/타이틀,게임기주변기기,충전기기,50002773,"25,712",19440
50001736,디지털/가전,게임기/타이틀,게임타이틀,,50001736,"341,507",213604
50001734,디지털/가전,게임기/타이틀,휴대용게임기,,50001734,"60,982",49299
50006848,디지털/가전,계절가전,가습기,USB가습기,50006848,"113,604",54188
50002542,디지털/가전,계절가전,가습기,가습기필터,50002542,"9,999",3915
50002539,디지털/가전,계절가전,가습기,가열식가습기,50002539,"16,008",8145
50002541,디지털/가전,계절가전,가습기,복합식가습기,50002541,"28,007",12085
50002538,디지털/가전,계절가전,가습기,자연식가습기,50002538,"19,687",9928
50002540,디지털/가전,계절가전,가습기,초음파식가습기,50002540,"150,737",75144
50002547,디지털/가전,계절가전,공기정화기,공기정화기필터,50002547,"499,477",26738
50002543,디지털/가전,계절가전,공기정화기,공기청정기,50002543,"205,417",60409
50008940,디지털/가전,계절가전,공기정화기,기타부속품,50008940,"9,016",5010
50002544,디지털/가전,계절가전,공기정화기,산림욕기,50002544,"6,875",5222
50006201,디지털/가전,계절가전,공기정화기,에어워셔,50006201,"8,004",4499
50002546,디지털/가전,계절가전,공기정화기,환풍기,50002546,"140,931",78159
50001851,디지털/가전,계절가전,냉온풍기,,50001851,"36,352",9815
50002512,디지털/가전,계절가전,냉풍기,업소용냉풍기,50002512,"3,290",2067
50002511,디지털/가전,계절가전,냉풍기,일반용냉풍기,50002511,"70,707",47168
50001853,디지털/가전,계절가전,라디에이터,,50001853,"65,517",50808
50002535,디지털/가전,계절가전,보일러,가스보일러,50002535,"14,023",794
50009040,디지털/가전,계절가전,보일러,보일러부품,50009040,"18,128",12995
50002536,디지털/가전,계절가전,보일러,석유보일러,50002536,"1,949",218
50009020,디지털/가전,계절가전,보일러,연탄/화목보일러,50009020,851,314
50002537,디지털/가전,계절가전,보일러,전기보일러,50002537,"4,581",190
50002514,디지털/가전,계절가전,선풍기,벽걸이형선풍기,50002514,"40,236",10600
50008981,디지털/가전,계절가전,선풍기,서큘레이터,50008981,"99,972",30880
50007231,디지털/가전,계절가전,선풍기,선풍기부속품,50007231,"5,337",1695
50002513,디지털/가전,계절가전,선풍기,스탠드형선풍기,50002513,"175,785",46274
50002519,디지털/가전,계절가전,선풍기,업소용선풍기,50002519,"51,103",12319
50002516,디지털/가전,계절가전,선풍기,천장형선풍기,50002516,"80,151",68711
50002515,디지털/가전,계절가전,선풍기,타워형선풍기,50002515,"12,202",6919
50002517,디지털/가전,계절가전,선풍기,탁상형선풍기,50002517,"178,540",71831
50002518,디지털/가전,계절가전,선풍기,휴대용선풍기,50002518,"389,408",172440
50006971,디지털/가전,계절가전,업소용냉온풍기,,50006971,"13,401",2306
50001521,디지털/가전,계절가전,에어커튼,,50001521,"12,305",6380
50002523,디지털/가전,계절가전,에어컨,멀티형에어컨,50002523,"23,202",1459
50002522,디지털/가전,계절가전,에어컨,벽걸이형에어컨,50002522,"29,315",1742
50002521,디지털/가전,계절가전,에어컨,스탠드형에어컨,50002521,"43,975",3010
50002526,디지털/가전,계절가전,에어컨,시스템에어컨,50002526,"55,032",692
50002525,디지털/가전,계절가전,에어컨,업소형에어컨,50002525,"14,750",2234
50002527,디지털/가전,계절가전,에어컨,이동식에어컨,50002527,"64,601",44173
50002524,디지털/가전,계절가전,에어컨,창문형에어컨,50002524,"9,599",4840
50003207,디지털/가전,계절가전,에어컨,천장형에어컨,50003207,"91,625",8391
50006838,디지털/가전,계절가전,에어컨주변기기,기타액세서리,50006838,"73,890",35364
50006836,디지털/가전,계절가전,에어컨주변기기,에어컨 리모콘,50006836,"78,073",5850
50006837,디지털/가전,계절가전,에어컨주변기기,에어컨 실외기,50006837,"1,791",1053
50002534,디지털/가전,계절가전,온수기,가스온수기,50002534,"2,770",1539
50002533,디지털/가전,계절가전,온수기,전기온수기,50002533,"56,549",28254
50009120,디지털/가전,계절가전,온수매트,,50009120,"34,306",5992
50002529,디지털/가전,계절가전,온풍기,가스온풍기,50002529,"3,512",1003
50002532,디지털/가전,계절가전,온풍기,돈풍기,50002532,"12,013",621
50002530,디지털/가전,계절가전,온풍기,석유온풍기,50002530,"4,178",1476
50002528,디지털/가전,계절가전,온풍기,전기온풍기,50002528,"135,800",79661
50002554,디지털/가전,계절가전,전기매트/장판,기타전기매트,50002554,"66,733",18746
50002553,디지털/가전,계절가전,전기매트/장판,옥매트,50002553,"1,573",999
50009140,디지털/가전,계절가전,전기매트/장판,전기장판,50009140,"21,241",4261
50002552,디지털/가전,계절가전,전기매트/장판,카페트매트,50002552,"23,344",1915
50002551,디지털/가전,계절가전,전기매트/장판,황토매트,50002551,"7,038",1172
50002556,디지털/가전,계절가전,전기요/담요/방석,전기담요,50002556,"41,817",24502
50002557,디지털/가전,계절가전,전기요/담요/방석,전기방석,50002557,"48,434",23401
